Time,Speed_Compact_Winter_Test1,Speed_Compact_Winter_Test2,Speed_Compact_Winter_Test3,Speed_Compact_Winter_Test4,Speed_Compact_Winter_Test5,Speed_Compact_AllSeason_Test1,Speed_Compact_AllSeason_Test2,Speed_Compact_AllSeason_Test3,Speed_Compact_AllSeason_Test4,Speed_Compact_AllSeason_Test5,Speed_Compact_Summer_Test1,Speed_Compact_Summer_Test2,Speed_Compact_Summer_Test3,Speed_Compact_Summer_Test4,Speed_Compact_Summer_Test5,Speed_MidSize_Winter_Test1,Speed_MidSize_Winter_Test2,Speed_MidSize_Winter_Test3,Speed_MidSize_Winter_Test4,Speed_MidSize_Winter_Test5,Speed_MidSize_AllSeason_Test1,Speed_MidSize_AllSeason_Test2,Speed_MidSize_AllSeason_Test3,Speed_MidSize_AllSeason_Test4,Speed_MidSize_AllSeason_Test5,Speed_MidSize_Summer_Test1,Speed_MidSize_Summer_Test2,Speed_MidSize_Summer_Test3,Speed_MidSize_Summer_Test4,Speed_MidSize_Summer_Test5,Speed_FullSize_Winter_Test1,Speed_FullSize_Winter_Test2,Speed_FullSize_Winter_Test3,Speed_FullSize_Winter_Test4,Speed_FullSize_Winter_Test5,Speed_FullSize_AllSeason_Test1,Speed_FullSize_AllSeason_Test2,Speed_FullSize_AllSeason_Test3,Speed_FullSize_AllSeason_Test4,Speed_FullSize_AllSeason_Test5,Speed_FullSize_Summer_Test1,Speed_FullSize_Summer_Test2,Speed_FullSize_Summer_Test3,Speed_FullSize_Summer_Test4,Speed_FullSize_Summer_Test5
45.83,26.119,25.4,25.57,27.139,24.601,25.513,26.112,25.703,25.699,24.88,26.194,26.072,25.853,25.556,25.131,24.727,NaN,25.45,NaN,24.828,24.439,23.689,24.79,25.358,25.121,NaN,23.903,25.195,26.797,24.587,23.772,24.183,22.753,22.441,23.498,23.958,23.736,23.655,23.659,23.69,21.789,23.286,24.089,23.079,24.676
45.84,25.43,25.885,25.334,26.158,26.193,24.236,24.916,25.255,24.527,24.851,25.29,23.816,25.941,24.861,25.64,24.195,25.288,25.648,NaN,26.126,24.692,24.795,25.746,NaN,25.162,24.828,25.386,24.908,24.779,25.981,25.052,25.155,23.059,22.536,22.648,23.629,23.84,23.265,24.277,23.651,22.794,23.766,23.613,23.714,24.625
45.85,26.397,25.073,24.413,25.386,25.674,25.553,24.828,25.532,24.803,24.807,25.635,25.104,24.575,24.615,25.662,25.242,24.969,25.652,25.394,25.155,25.662,25.874,23.916,24.879,24.298,23.182,25.228,23.886,25.057,23.912,23.288,23.03,NaN,24.371,23.456,23.29,23.25,24.696,23.643,25.135,23.307,24.112,24.115,23.783,24.201
45.86,26.07,25.653,26.343,26.37,24.547,24.362,24.506,24.71,25.51,24.325,25.647,25.628,25.544,24.679,25.59,24.122,24.617,25.683,24.672,24.841,24.338,25.66,25.533,25.011,NaN,24.386,23.482,24.859,26.233,24.372,23.999,23.128,23.577,24.203,24.751,24.664,24.035,23.798,23.303,22.913,23.599,24.37,23.635,23.028,25.485
45.87,24.554,25.986,26.29,25,NaN,NaN,NaN,26.158,26.446,24.772,23.883,NaN,24.741,25.956,24.769,24.839,NaN,25.304,24.746,25.867,25.228,23.895,24.829,25.395,25.154,24.179,23.177,26.201,25.897,24.235,24.678,22.677,24.316,22.455,23.365,23.1,23.145,24.902,22.188,23.707,23.398,23.536,23.477,22.993,24.745
45.88,25.581,25.452,25.003,24.203,25.266,24.922,25.447,25.081,24.711,24.803,25.677,24.482,25.48,26.918,25.704,26.159,24.513,25.222,24.763,25.832,24.882,24.32,25.056,24.511,24.129,23.979,24.476,25.376,24.98,24.954,24.349,24.494,23.393,22.147,24.135,23.884,23.66,25.118,23.157,23.534,23.766,23.351,23.728,23.742,24.116
45.89,25.492,25.799,24.809,24.391,26.001,24.454,23.756,25.477,25.899,24.206,25.076,25.553,24.92,25.315,24.208,24.344,23.963,25.305,25.126,25.384,25.13,24.335,24.283,24.318,24.935,25.049,24.484,25.527,23.892,NaN,24.667,24.272,24.614,23.21,24.068,24.026,22.557,23.898,22.867,23.499,22.798,23.448,23.466,22.641,24.664
45.9,26.011,26.751,25.082,25.886,NaN,23.971,24.919,25.009,23.388,24.595,24.977,24.92,25.143,25.555,24.469,24.313,24.533,24.107,25.432,25.409,24.805,24.948,25.424,25.471,25.552,24.074,25.458,24.926,24.868,24.807,23.887,24.424,23.335,22.878,23.426,23.654,24.154,23.908,NaN,23.809,23.239,23.202,24.148,24.284,24.051
45.91,24.263,25.518,24.628,26.112,24.71,NaN,24.992,24.674,25.017,26.154,24.939,24.421,25.527,26.064,NaN,24.061,24.952,24.76,25.233,25.951,23.355,24.922,25.328,24.193,24.877,25.21,23.147,24.998,26.474,25.687,23.617,24.334,23.019,22.96,23.834,24.118,NaN,24.515,23.42,23.281,24.22,23.311,22.408,23.217,NaN
45.92,26.011,26.582,25.52,25.628,26.001,25.314,25.019,25.132,26.409,24.156,25.253,24.776,26.142,25.075,25.392,25.371,25.236,25.629,24.721,24.921,24.145,24.425,24.372,25.326,24.593,24.775,24.965,25.435,25.298,24.504,24.785,23.304,24.056,23.029,23.963,23.755,23.946,23.657,24.381,22.896,NaN,24.674,22.288,22.692,23.741
45.93,25.557,24.902,24.366,24.885,24.495,24.711,25.123,23.428,25.782,25.357,25.387,24.663,NaN,25.719,25.444,24.422,25.942,24.481,25.463,25.175,23.375,24.909,25.005,25.323,24.54,25.509,24.933,25.335,24.065,23.544,24.307,23.551,23.79,24.558,24.156,24.113,24.59,24.399,23.277,23.773,22.58,23.723,23.036,24.217,24.216
45.94,24.702,25.142,24.615,24.975,23.9,NaN,25.15,25.168,24.989,23.799,24.875,25.213,25.172,24.326,25.865,26.177,24.9,25.75,24.14,25.01,24.74,25.29,24.682,24.872,24.296,24.432,24.841,25.167,25.455,24.272,24.441,22.975,23.113,23.751,22.999,23.538,23.518,24.108,23.393,22.859,NaN,24.51,22.34,22.575,24.308
45.95,25.968,26.989,24.527,25.273,25.822,25.111,23.784,24.578,25.461,24.526,24.183,25.517,25.134,25.67,24.511,25.312,24.368,23.82,25.138,25.385,NaN,25.243,25.148,24.706,24.246,24.867,25.135,24.208,24.439,24.319,24.279,24.487,23.905,22.705,24.198,23.705,22.809,25.063,23.072,23.03,24.092,23.343,23.008,24.235,23.665
45.96,26.129,26.407,24.821,25.417,25.782,24.666,24.568,25.774,25.939,24.662,23.593,23.952,25.192,25.571,25.996,25.185,24.873,24.003,24.443,26.215,25.193,25.574,25.073,25.675,25.1,24.808,24.469,24.814,24.591,23.721,24.876,23.786,24.264,23.045,23.425,23.307,NaN,23.534,23.239,22.751,24.226,24.263,23.882,22.761,23.898
45.97,NaN,25.466,25.381,24.757,26.169,25.204,24.111,25.52,NaN,24.852,25.216,24.726,NaN,25.537,25.592,26.283,24.293,24.84,25.349,24.717,25.477,25.261,24.995,25.697,23.77,25.693,24.201,25.164,25.715,24.752,24.384,24.25,22.647,23.095,23.445,23.594,NaN,23.888,23.619,23.644,24.085,24.275,24.466,23.977,23.411
45.98,26.24,25.662,25.467,25.774,25.421,24.829,24.166,26.229,26.179,24.107,26.186,24.839,NaN,25.504,24.431,24.264,24.581,25.231,25.2,24.93,24.808,24.314,25.34,25.419,24.692,23.838,23.354,25.727,25.042,24.371,23.794,23.573,24.41,24.143,23.653,22.796,22.846,24.299,23.176,24.236,22.766,24.482,23.376,23.4,24.41
45.99,25.718,25.879,24.858,25.149,25.186,24.101,24.931,24.28,25.283,25.093,NaN,24.394,25.305,25.594,NaN,25.507,24.605,24.235,25.609,NaN,25.107,25.233,25.377,25.3,25.202,24.137,24.683,25.302,25.531,24.75,24.529,23.408,23.701,22.875,23.691,24.318,23.85,23.965,22.852,23.545,22.775,23.508,NaN,23.862,24.805
46,25.541,26.291,24.647,25.398,26.05,24.584,25.605,24.931,25.462,25.192,25.569,25.163,25.32,24.683,25.082,25.425,24.137,24.949,NaN,25.603,25.171,23.839,24.903,25.138,25.036,24.866,24.178,26.771,25.481,25.186,23.787,24.068,23.193,NaN,23.152,23.78,23.975,23.276,22.568,22.557,23.719,23.923,23.864,23.902,24.887
46.01,26.605,25.124,24.014,24.909,26.526,24.896,24.777,25.001,25.834,23.885,26.004,25.215,24.361,24.812,25.832,25.344,25.216,24.874,25.723,25.918,23.394,25.657,24.66,25.019,24.933,25.417,24.439,24.297,24.871,25.123,23.835,24.566,24.265,23.516,24.206,23.603,23.743,NaN,23.681,NaN,23.642,24.162,23.262,22.729,NaN
46.02,24.231,25.837,25.554,25.278,24.683,25.087,24.621,24.148,25.096,23.801,25.434,24.244,26.213,23.606,25.953,24.959,25.214,24.537,24.74,25.876,25.163,24.842,24.407,24.999,24.945,24.859,25.55,25.287,24.845,25.871,24.089,24.901,24.023,23.742,23.44,24.677,23.501,24.128,22.362,24.7,23.182,24.346,22.399,23.906,23.954
46.03,25.817,26.039,25.439,25.865,25.213,25.03,25.035,25.938,24.997,25.205,24.307,NaN,24.723,24.614,25.459,25.637,25.796,25.022,25.257,25.777,24.882,NaN,24.54,25.349,24.722,24.992,24.609,26.361,26.218,24.125,23.282,23.491,23.382,22.352,23.388,23.607,23.127,24.654,23.596,23.352,24.112,24.233,23.702,23.221,25.253
46.04,25.649,26.946,25.444,24.961,26.126,26.081,25.308,25.231,25.449,23.928,26.017,25.6,24.665,25.55,25.272,24.311,24.566,25.278,25.774,25.637,25.02,25.87,24.775,24.873,23.745,24.895,24.215,25.06,24.898,24.308,24.765,23.266,24.131,23.199,23.892,23.117,23.823,23.79,24.27,22.848,23.019,24.401,23.989,23.776,24.343
46.05,25.471,25.807,25.109,26.679,25.984,24.678,24.509,24.08,25.278,24.691,25.69,NaN,26.251,25.384,25.051,26.158,25.461,25.404,26.152,25.445,24.595,25.12,25.895,24.504,24.93,25.863,25.174,25.452,25.113,24.577,24.243,23.413,NaN,23.327,23.949,23.873,22.869,23.543,23.802,23.529,22.626,24.538,22.879,22.851,25.497
46.06,25.238,25.641,24.209,25.74,24.586,26.066,23.823,24.845,25.639,24.963,25.735,24.971,25.092,25.463,25.23,25.737,23.921,24.897,24.893,25.927,25.438,25.266,26.848,25.342,24.144,24.714,25.2,25.152,25.72,24.802,23.956,23.486,22.922,22.99,23.926,23.985,23.384,23.92,23.757,23.347,23.932,23.143,23.63,22.84,23.453
46.07,25.077,24.414,25.455,24.047,26.115,24.442,25.036,24.471,24.373,24.564,25.294,25.278,NaN,24.692,24.719,NaN,24.387,25.428,25.915,26.207,24.795,24.836,24.824,25.166,25.13,23.267,24.723,25,25.247,23.942,24.006,23.679,24.32,NaN,23.255,24.178,24.471,24.276,23.16,23.165,23.445,23.728,23.551,24.471,23.467
46.08,26.391,25.642,25.96,NaN,25.139,24.223,25.629,25.976,25.511,24.713,24.72,25.12,25.794,25.536,24.797,24.327,24.663,23.623,24.436,24.164,24.763,25.401,25.962,24.849,24.932,NaN,24.532,24.613,25.487,NaN,24.909,24.54,24.291,23.825,24.419,24.207,23.136,24.458,23.11,24.111,22.858,24.028,23.304,23.93,23.331
46.09,25.897,25.531,24.842,26.598,25.876,23.764,24.921,25.644,26.332,24.532,24.789,24.907,24.57,24.571,25.346,25.995,25.551,24.103,25.088,25.575,24.583,24.757,24.223,25.064,25.057,25.415,24.602,24.965,25.479,25.191,24.509,23.61,23.464,23.248,23.857,23.298,22.861,25.661,24.175,NaN,24.132,22.983,NaN,21.933,24.068
46.1,25.172,24.766,24.912,25.938,24.399,26.025,25.206,24.988,24.96,24.241,25.442,24.709,25.592,25.524,25.641,NaN,24.693,24.271,NaN,25.897,24.422,24.418,25.695,24.92,24.906,23.858,24.882,25.396,25.463,24.84,22.997,23.838,24.013,23.482,23.458,24.291,22.712,24.298,23.546,22.41,23.223,24.503,NaN,24.009,23.815
46.11,25.51,NaN,25.462,25.157,25.082,25.737,24.669,25.934,25.126,24.636,24.438,24.948,25.834,25.999,24.95,24.19,24.354,NaN,24.983,26.184,24.757,24.557,25.285,25.585,24.121,25.071,25.441,24.797,25.829,24.585,24.181,23.546,22.994,23.458,23.821,23.972,24.425,24.683,23.155,23.073,23.895,23.6,24.334,23.502,24.524
46.12,25.288,25.585,25.637,25.245,25.649,24.019,25.111,24.756,24.895,24.556,25.863,23.304,26.09,25.09,25.086,25.288,24.037,24.63,25.269,25.285,NaN,25.027,25.531,25.218,23.797,25.565,24.705,25.35,25.566,24.663,23.566,23.6,22.508,22.798,23.446,23.941,22.848,25.776,23.346,23.938,22.817,23.963,23.539,24.069,NaN
46.13,25.695,25.951,25.239,26.082,25.085,24.908,25.001,25.705,NaN,25.409,24.521,25.164,24.843,24.943,24.826,25.157,24.291,24.464,24.693,25.792,24.982,25.256,25.976,NaN,NaN,25.715,24.529,24.759,24.753,24.868,24.208,23.802,24.929,23.608,24.164,23.003,24.028,24.599,24.047,23.817,23.893,23.702,22.868,23.104,25.031
46.14,25.736,25.847,24.324,24.657,24.525,25.796,NaN,25.44,25.367,24.27,25.168,25.46,26.13,24.587,24.214,25.323,25.566,24.153,24.829,26.166,25.645,25.843,24.005,25.424,23.604,25.132,24.267,24.341,24.843,24.29,24.293,24.215,23.39,23.406,24.222,24.486,23.778,24.552,22.91,24.184,24.368,23.909,23.702,23.976,24.15
46.15,25.051,24.866,25.336,25.677,24.906,23.772,25.609,25.908,25.391,25.872,26.058,25.258,25.028,24.672,25.316,25.248,25.641,25.929,24.791,25.562,24.747,24.758,24.413,23.763,NaN,25.225,24.987,25.672,24.359,25.506,24.768,23.335,23.373,23.267,23.88,23.354,23.889,23.969,23.927,23.559,23.082,23.712,24.326,23.806,24.103
46.16,26.558,26.501,26.028,25.861,25.738,24.84,25.104,25.427,24.727,24.536,25.723,23.883,24.441,24.879,25.327,24.59,24.709,24.727,25.58,24.993,25.238,25.121,24.379,25.261,24.912,25.436,24.236,24.212,25.899,24.838,23.883,23.989,23.31,22.949,22.844,23.964,23.6,22.832,22.957,NaN,24.515,23.462,24.653,22.77,24.292
46.17,25.22,26.042,26.1,NaN,25.99,25.372,23.977,26.753,26.474,24.733,24.92,24.708,26.01,25.642,NaN,25.498,24.929,25.46,25.895,25.984,24.761,25.652,25.616,24.545,25.792,24.807,24.054,24.868,25.49,24.887,24.34,24.439,NaN,22.43,24.297,23.906,NaN,22.714,NaN,22.944,22.922,24.186,23.473,23.624,23.951
46.18,25.14,25.788,26.113,25.871,26.404,25.27,25.131,25.653,24.878,23.914,25.409,24.445,25.954,25.751,25.927,25.326,24.784,24.997,26.328,25.406,24.482,25.549,25.354,25.454,24.94,23.782,23.347,24.768,24.522,24.54,22.976,23.92,NaN,23.915,24.649,22.698,24.482,24.424,23.028,23.627,23.149,24.719,23.245,24.569,24.558
46.19,24.632,25.167,25.193,NaN,24.796,25.271,24.341,25.599,25.129,24.957,26.6,24.419,NaN,25.361,26.403,24.694,24.621,NaN,24.712,25.26,24.659,26.101,25.982,25.165,24.312,23.703,25.007,25.521,24.482,24.63,24.021,23.515,23.904,23.066,24.083,22.774,23.712,24.45,23.197,22.834,22.713,23.273,23.68,23.71,24.876
46.2,26.034,26.216,24.539,26.11,24.369,24.81,24.766,25.718,24.493,24.237,25.031,24.095,25.846,24.356,25.081,25.065,NaN,25.308,25.123,24.304,25.126,25.552,24.611,25.424,25.244,24.961,24.724,24.881,25.547,24.728,23.747,23.685,23.6,24.239,23.971,23.285,24.045,24.242,23.288,23.659,23.914,23.863,23.275,24.38,23.196
46.21,26.046,25.496,25.689,25.567,26.068,24.32,25.404,25.075,25.402,25.179,NaN,24.669,26.032,23.935,23.894,25.206,24.781,25.176,25.51,24.71,24.857,NaN,25.67,26.021,24.025,24.603,24.103,24.746,24.895,24.717,23.741,23.962,24.057,23.098,23.695,24.159,23.764,24.148,24.475,23.663,23.545,24.847,24.048,23.553,23.722
46.22,25.653,25.531,24.95,NaN,25.903,24.514,25.082,25.579,25.073,24.139,24.251,25.412,24.757,25.152,25.071,25.009,25.219,NaN,25.378,25.252,24.118,25.193,26.377,25.901,24.163,23.651,24.775,25.272,24.438,25.694,24.311,23.484,23.36,23.583,24.87,23.782,23.831,NaN,NaN,23.5,23.606,23.345,23.605,22.916,24.707
46.23,26.157,24.892,24.186,24.857,25.471,23.985,25.353,25.658,25.594,NaN,25.035,25.277,25.679,25.234,NaN,25.282,25.089,24.139,25.65,24.938,24.083,24.881,26.058,25.488,24.803,24.889,24.575,24.857,26.24,24.559,24.325,22.773,24.44,22.166,24.172,23.615,23.828,24.587,23.397,22.999,23.562,23.876,23.298,24.294,23.419
46.24,25.19,26.293,25.554,24.88,26.12,25.165,24.61,25.967,24.618,24.273,25.299,24.712,26.501,25.411,24.726,25.34,25.031,23.651,24.287,25.935,25.897,25.711,25.289,25.398,25.238,25.327,25.426,25.963,24.682,24.322,23.28,23.345,22.663,23.576,23.941,24.126,24.216,NaN,23.523,24.536,24.138,24.004,23.88,22.54,24.251
46.25,25.203,25.695,24.937,24.91,25.772,24.802,24.074,25.418,24.815,24.792,25.6,25.623,25.44,24.434,25.358,25.82,25.165,24.611,25.772,25.169,23.195,25.23,25.621,23.848,25.736,24.962,25.566,25.56,24.931,NaN,24.165,24.085,23.422,22.244,24.508,23.692,23.109,24.512,23.875,24.354,22.952,23.596,23.136,24.17,24.273
46.26,25.374,23.936,24.855,25.55,25.036,24.612,25.829,24.905,25.146,24.586,24.474,25.641,24.934,25.092,24.785,25.966,25.123,26.319,24.339,24.871,24.385,26.413,24.756,25.212,24.948,23.977,24.286,24.664,25.793,24.714,24.179,24.846,22.899,22.881,24.133,23.486,23.146,24.062,22.189,23.64,24.118,24.006,22.936,22.864,24.288
46.27,25.393,25.842,23.89,26.233,24.797,24.447,26.095,25.955,25.169,NaN,25.598,25.542,24.867,25.523,25.051,25.984,24.883,24.194,24.598,24.528,24.493,24.188,24.975,26.095,24.723,25.967,24.002,25.854,25.045,24.137,24.134,23.938,23.858,23.995,23.34,24.499,24.693,24.763,23.884,23.172,23.245,23.942,23.831,23.421,24.724
46.28,25.791,26.253,24.551,25.517,25.771,25.299,23.852,25.347,25.588,25.223,26.342,24.833,25.763,24.734,25.435,25.471,24.981,25.55,25.033,25.187,24.816,24.577,25.599,24.183,25.389,25.436,23.179,25.131,25.356,24.745,24.434,24.332,22.877,23.853,23.37,24.514,23.124,23.843,23.045,22.541,24.011,23.865,23.546,NaN,24.559
46.29,25.474,25.991,25.474,25.637,25.403,24.597,23.786,25.709,25.043,24.24,24.767,25.046,26.212,24.515,24.616,25.597,24.619,24.671,24.849,25.155,24.862,25.008,24.471,24.909,25.165,24.971,24.696,24.694,25.478,23.857,25.016,23.548,23.51,23.547,24.341,23.689,24.212,23.483,22.971,24.222,23.72,23.049,23.672,24.282,24.576
46.3,26.453,24.57,25.724,27.285,25.811,24.801,25.207,25.329,24.329,24.846,25.602,24.772,25.777,25.774,25.276,23.844,25.616,25.483,NaN,25.414,24.985,NaN,24.934,25.854,24.848,23.956,24.069,24.79,25.332,25.021,23.58,23.838,23.768,23.122,24.085,23.138,24.007,24.284,22.128,22.726,24.26,24.587,23.107,25.069,24.152
46.31,25.392,26.163,25.517,24.754,25.792,23.578,25.301,24.462,25.415,23.848,25.418,24.388,24.924,25.396,25.302,24.732,24.672,24.193,25.085,24.361,24.983,26,25.402,25.104,24.292,23.925,23.934,24.581,25.422,23.903,25.058,23.78,23.149,23.889,23.994,23.629,23.814,25.047,23.28,23.864,22.896,24.039,23.916,24.232,24.079
46.32,25.725,26.226,25.232,NaN,25.055,25.533,24.029,24.688,24.958,24.664,24.227,24.761,25.41,24.359,25.149,24.347,NaN,24.736,25.581,24.027,25.195,25.876,25.708,25.227,24.093,24.472,24.481,24.682,24.7,24.601,24.039,23.791,22.219,23.268,24.099,23.324,23.686,24.016,23.513,NaN,23.365,23.237,23.116,24.362,24.627
46.33,24.207,26.276,25.506,26.094,24.317,26.54,25.544,24.922,24.703,25.113,24.766,24.9,25.291,25.046,25.955,24.574,23.78,25.806,24.798,24.312,24.666,25.82,24.97,25.633,23.712,25.211,25.319,24.917,25.535,25.663,23.091,23.467,24.518,22.733,23.188,22.878,23.569,24.048,23.546,22.941,23.565,23.963,NaN,23.936,23.529
46.34,25.359,24.499,25.282,25.244,25.791,24.857,25.944,24.963,24.125,24.308,24.313,24.481,25.306,25.616,25.572,24.81,23.672,24.032,25.069,24.713,NaN,24.661,25.536,24.963,NaN,24.219,24.649,24.607,24.828,24.999,23.552,24.207,24.815,23.511,23.956,23.358,24.684,22.796,23.823,23.857,24.764,24.408,22.974,23.343,24.277
46.35,25.981,25.251,26.272,25.372,24.68,24.621,25.702,24.983,25,25.252,25.227,24.997,25.57,25.496,25.557,26.183,24.866,24.522,25.523,25.98,24.733,26.122,25.01,25.293,24.681,25.049,25.432,24.564,24.85,23.673,24.054,25.293,22.646,23.053,23.734,23.343,23.62,23.658,23.506,23.809,24.236,23.933,23.11,23.244,24.064
46.36,26.762,24.104,25.49,25.836,24.376,25.298,24.871,24.513,25.163,24.946,25.495,NaN,25.449,24.795,26.22,24.636,24.511,25.716,24.661,25.015,25.538,24.702,25.38,24.978,24.586,24.389,24.848,24.731,25.384,25.523,23.781,24.827,24.851,23.622,24.11,23.509,24.348,24.767,23.167,23.655,23.762,23.313,22.123,22.667,24.94
46.37,26.307,24.707,25.558,25.678,25.378,24.58,26.022,25.441,25.067,24.092,25.993,25.224,25.997,25.7,25.259,24.77,25.037,24.77,25.116,24.621,24.623,24.957,25.408,24.854,25.089,24.832,25.454,25.781,24.81,26.502,24.163,23.871,24.007,23.336,NaN,23.552,23.492,24.63,24.052,22.268,22.772,23.813,23.277,23.97,24.559
46.38,26.601,26.196,25.798,25.062,24.624,25.235,25.743,25.417,24.415,24.506,25.956,24.367,24.695,26.523,25.737,25.066,25.23,24.4,NaN,25.058,23.814,25.394,25.431,23.919,25.796,25.194,24.412,25.392,24.478,25.746,22.935,23.245,23.863,23.249,23.676,22.014,23.533,23.918,23.841,23.185,22.517,24.127,22.105,23.481,24.416
46.39,25.859,25.822,25.859,25.443,25.829,25.146,25.568,24.288,25.612,24.959,25.558,24.081,24.995,25.917,23.881,25.178,25.507,24.612,24.837,24.885,25.297,24.545,25.81,25.251,24.422,23.955,24.752,24.952,24.532,24.982,24.067,23.474,23.221,23.479,23.963,23.822,24.341,25.735,23.237,23.621,23.913,24.818,23.028,23.595,23.799
46.4,26.687,25.672,25.765,NaN,24.927,24.183,24.741,25.529,24.944,25.547,NaN,25.079,25.501,NaN,25.415,25.965,23.986,25.006,24.511,24.225,24.984,26.121,25.644,24.858,24.427,24.002,23.823,NaN,25.154,25.21,24.238,24.246,23.616,23.845,24.237,23.97,24.185,24.327,22.075,23.99,24.05,22.965,24.152,23.334,23.629
46.41,26.217,25.231,25.125,25.078,25.705,25.392,25.077,25.483,25.14,23.898,25.079,25.338,25.868,25.052,26.145,25.474,25.706,24.89,25.64,25.796,25.521,24.394,24.817,25.037,25.728,24.192,24.745,24.255,25.432,23.585,24.28,23.787,NaN,23.049,24.549,22.521,23.976,24.549,23.657,23.517,22.893,24.003,23.863,24.229,24.04
46.42,NaN,25.949,25.15,25.748,26.094,24.68,NaN,24.768,25.694,24.838,25.378,25.926,NaN,24.932,24.833,24.582,24.526,23.8,25.024,24.723,25.037,24.569,25.941,24.432,24.575,24.428,25.957,24.944,24.794,24.242,24.317,23.459,NaN,23.585,24.315,23.796,23.254,24.613,NaN,NaN,22.505,24.702,22.347,24.212,24.561
46.43,25.259,25.472,25.931,26.202,25.808,24.931,24.893,25.832,25.232,24.476,24.472,NaN,24.862,25.831,26.379,24.507,24.189,23.666,25.66,24.998,24.799,24.495,25.347,24.494,24.967,24.108,25.519,24.573,25.685,23.878,24.55,23.411,23.092,23.551,23.353,24.277,23.7,23.114,24.663,23.175,24.115,24.013,23.177,23.833,25.15
46.44,25.785,24.818,25.331,25.961,26.234,25.618,25.466,25.819,25.17,24.019,25.66,25.216,24.568,26.141,25.347,24.916,24.923,24.317,24.929,25.582,25.533,24.488,24.359,25.467,25.53,24.489,25.164,24.858,26.034,25.773,23.201,24.215,23.53,23.679,24.334,23.987,23.356,24.914,24.157,23.801,24.035,23.348,22.383,23.75,23.965
46.45,25.783,26.014,25.87,24.211,24.642,25.793,26.031,25.333,26.037,25.891,23.93,24.453,25.572,24.664,25.406,25.433,25.46,24.695,26.439,25.636,25.126,23.506,23.893,26.097,25.298,25.27,24.159,24.611,25.377,25.558,25.366,24.375,23.717,23.567,24.445,25.07,23.114,24.396,23.139,24.147,24.299,24.836,23.059,23.794,23.507
46.46,25.934,25.093,25.311,26.007,24.459,24.529,24.063,26.157,25.303,24.671,25.39,24.776,24.656,24.61,25.697,25.276,24.394,25.008,25.99,25.384,25.039,24.202,25.241,25.233,23.922,24.55,24.577,24.515,25.92,24.307,24.355,24.242,23.208,23.706,24.229,23.503,22.616,24.252,NaN,22.513,23.663,23.987,23.085,23.171,24.157
46.47,25.594,25.758,24.325,25.778,25.994,24.328,26.067,25.787,24.892,24.228,25.837,24.278,25.825,25.156,25.534,25.7,25.462,24.498,25.283,24.191,24.787,25.531,24.844,25.497,25.227,24.683,23.892,24.676,24.402,24.068,23.21,NaN,23.619,23.254,23.263,23.047,23.583,23.483,23.689,23.57,23.538,23.95,23.492,23.708,23.455
46.48,NaN,25.625,25.6,NaN,25.664,25.08,24.232,25.969,24.504,25.274,25.452,25.239,25.332,25.254,26.142,25.519,25.239,25.28,24.93,24.983,23.811,24.583,25.716,25.645,24.906,25.216,24.881,24.872,24.056,25.513,24.37,24.658,23.885,23.702,24.657,23.418,24.124,23.63,23.512,22.776,22.521,24.499,22.926,24.718,23.256
46.49,26.348,26.397,25.817,25.144,25.409,25.407,24.893,25.75,24.881,25.629,25.074,24.885,25.854,25.262,25.546,25.263,25.726,25.801,25.431,24.29,24.072,24.79,24.667,25.682,25.358,25.253,24.6,25.611,25.684,25.167,23.874,24.708,23.317,23.159,24.809,23.73,23.968,24.899,23.918,23.015,23.504,24.423,22.882,22.985,23.544
46.5,25.574,24.248,24.228,25.931,25.067,24.842,24.947,24.619,25.808,24.803,NaN,24.586,25.091,25.244,25.017,25.819,24.097,NaN,25.927,25.229,24.278,25.007,25.1,24.603,24.821,24.345,24.211,24.926,25.57,25.044,24.635,23.803,23.115,22.53,24.024,23.784,23.868,24.564,23.743,24.777,23.313,24.564,23.395,24.262,23.49
46.51,25.355,25.208,25.572,25.674,26.013,24.351,25.753,26.225,25.895,24.716,25.895,24.937,25.339,25.31,25.939,24.878,24.426,25.247,25.482,25.5,25.622,25.418,25.491,24.457,25.201,24.689,24.355,24.489,24.902,25.203,24.38,23.365,23.321,22.987,24.133,23.752,22.534,24.401,23.574,23.639,23.817,23.674,22.703,24.058,23.383
46.52,25.838,NaN,26.532,25.483,25.527,NaN,24.715,25.775,25.532,25.443,25.118,25.203,25.045,24.969,24.127,25.259,25.359,25.519,24.873,24.914,24.954,25.268,NaN,24.992,23.702,25.567,23.554,25.438,25.863,24.968,23.998,23.13,23.31,23.356,22.905,23.297,24.015,24.153,23.754,23.099,23.717,22.755,23.903,23.02,24.442
46.53,26.267,26.173,25.082,25.703,25.636,25.902,25.215,24.549,25.536,25.009,NaN,NaN,25.168,24.525,25.169,24.609,25.184,25.387,24.403,26.143,24.392,25.149,24.57,24.817,24.186,24.986,24.951,25.437,25.748,25.782,24.336,23.957,23.845,23.832,22.735,24.358,22.831,24.576,24.328,24.279,23.843,23.293,23.435,24.032,23.344
